Tgl.Impor;Jenis Importasi;TARIF CIF;TARIF BM;TARIF PPN;TARIF PPH;Port Of Entry;ID Importir;Nama Importir;Kategori Importir;ALAMAT;Kode Barang;NAMA BARANG;KATEGORI;SUBKATEGORI;HARGA;KUANTITAS; NILAI BRG ; NILAI PABEAN ; BEA MASUK ; NILAI IMPOR ; PPN IMPOR ; PPH IMPOR ; PENERIMAAN IMPOR 
13/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BT-11395;Bill Tyler;Merchant Importer;Los Angeles;OFF-AP-10004980;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;Office Supplies;Appliances;73.84;234; 17,278.56 ; 18,574.50 ; 928.70 ; 19,503.20 ; 585.10 ; 243.79 ; 1,757.59 
14/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;TP-21130;Theone Pippenger;General Importer;Springfield;OFF-AP-10002403;Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors;Office Supplies;Appliances;34.21;117; 4,002.34 ; 4,302.50 ; 215.10 ; 4,517.60 ; 135.50 ; 56.47 ; 407.07 
17/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;GA-14515;George Ashbrook;General Importer;San Francisco;TEC-AC-10003174;Plantronics S12 Corded Telephone Headset System;Technology;Accessories;320.37;351; 112,449.87 ; 120,883.60 ; 6,044.20 ; 126,927.80 ; 3,807.80 ; 1,586.60 ; 11,438.60 
17/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;GA-14515;George Ashbrook;General Importer;San Francisco;TEC-PH-10002310;Panasonic KX T7731-B Digital phone;Technology;Phones;778.96;585; 455,691.60 ; 489,868.50 ; 24,493.40 ; 514,361.90 ; 15,430.90 ; 6,429.52 ; 46,353.82 
17/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;GA-14515;George Ashbrook;General Importer;San Francisco;OFF-PA-10001184;Xerox 1903;Office Supplies;Paper;9.96;234; 2,330.64 ; 2,505.40 ; 125.30 ; 2,630.70 ; 78.90 ; 32.88 ; 237.08 
17/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;GA-14515;George Ashbrook;General Importer;San Francisco;OFF-AR-10003251;Prang Drawing Pencil Set;Office Supplies;Art;3.56;234; 833.04 ; 895.50 ; 44.80 ; 940.30 ; 28.20 ; 11.75 ; 84.75 
17/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;GA-14515;George Ashbrook;General Importer;San Francisco;OFF-AP-10002651;Hoover Upright Vacuum With Dirt Cup;Office Supplies;Appliances;1442.65;585; 843,950.25 ; 907,246.50 ; 45,362.30 ; 952,608.80 ; 28,578.30 ; 11,907.61 ; 85,848.21 
18/04/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;DE-13255;Deanra Eno;Sole Agent Importer;Los Angeles;OFF-PA-10000483;Xerox 19;Office Supplies;Paper;59.96;234; 14,030.64 ; 14,732.20 ; 589.30 ; 15,321.50 ; 383.00 ; 191.52 ; 1,163.82 
18/04/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;DE-13255;Deanra Eno;Sole Agent Importer;Los Angeles;OFF-ST-10002756;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";Office Supplies;Storage;940.17;819; 769,999.23 ; 808,499.20 ; 32,340.00 ; 840,839.20 ; 21,021.00 ; 10,510.49 ; 63,871.49 
18/04/2014;Sementara;0.1;0.02;0.005;0.0025;California;NC-18415;Nathan Cano;General Importer;Santa Maria;OFF-ST-10000532;Advantus Rolling Drawer Organizers;Office Supplies;Storage;112.44;351; 39,466.44 ; 43,413.10 ; 868.30 ; 44,281.40 ; 221.40 ; 110.70 ; 1,200.40 
22/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AZ-10750;Annie Zypern;General Importer;Los Angeles;TEC-PH-10002923;Logitech B530 USB Headset - headset - Full size, Binaural;Technology;Phones;85.78;351; 30,107.38 ; 32,365.40 ; 1,618.30 ; 33,983.70 ; 1,019.50 ; 424.80 ; 3,062.60 
22/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AZ-10750;Annie Zypern;General Importer;Los Angeles;OFF-AR-10004691;Boston 1730 StandUp Electric Pencil Sharpener;Office Supplies;Art;61.14;351; 21,460.14 ; 23,069.70 ; 1,153.50 ; 24,223.20 ; 726.70 ; 302.79 ; 2,182.99 
25/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;LS-16945;Linda Southworth;Merchant Importer;Los Angeles;OFF-EN-10003862;Laser & Ink Jet Business Envelopes;Office Supplies;Envelopes;19.34;234; 4,525.56 ; 4,865.00 ; 243.30 ; 5,108.30 ; 153.20 ; 63.85 ; 460.35 
25/04/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;JS-15595;Jill Stevenson;Merchant Importer;Los Angeles;OFF-BI-10002071;Fellowes Black Plastic Comb Bindings;Office Supplies;Binders;10.94;351; 3,841.34 ; 4,033.40 ; 161.30 ; 4,194.70 ; 104.90 ; 52.43 ; 318.63 
26/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BW-11110;Bart Watters;Merchant Importer;San Diego;OFF-AR-10000588;Newell 345;Office Supplies;Art;56.52;351; 19,838.52 ; 21,326.40 ; 1,066.30 ; 22,392.70 ; 671.80 ; 279.91 ; 2,018.01 
26/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BW-11110;Bart Watters;Merchant Importer;San Diego;TEC-PH-10003174;RCA ViSYS 25825 Wireless digital phone;Technology;Phones;308.98;351; 108,450.58 ; 116,584.40 ; 5,829.20 ; 122,413.60 ; 3,672.40 ; 1,530.17 ; 11,031.77 
26/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BW-11110;Bart Watters;Merchant Importer;San Diego;FUR-CH-10002017;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;Furniture;Chairs;60.94;351; 21,388.54 ; 22,992.70 ; 1,149.60 ; 24,142.30 ; 724.30 ; 301.78 ; 2,175.68 
26/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BW-11110;Bart Watters;Merchant Importer;San Diego;OFF-BI-10001524;GBC Premium Transparent Covers with Diagonal Lined Pattern;Office Supplies;Binders;47.35;351; 16,620.55 ; 17,867.10 ; 893.40 ; 18,760.50 ; 562.80 ; 234.51 ; 1,690.71 
27/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Colorado;TC-21475;Tony Chapman;Sole Agent Importer;Aurora;OFF-AP-10003971;Belkin 6 Outlet Metallic Surge Strip;Office Supplies;Appliances;38.56;585; 22,557.60 ; 24,249.40 ; 1,212.50 ; 25,461.90 ; 763.90 ; 318.27 ; 2,294.67 
27/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Colorado;TC-21475;Tony Chapman;Sole Agent Importer;Aurora;OFF-SU-10001574;Acme Value Line Scissors;Office Supplies;Supplies;3.84;234; 898.56 ; 966.00 ; 48.30 ; 1,014.30 ; 30.40 ; 12.68 ; 91.38 
30/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;KB-16585;Ken Black;Merchant Importer;San Francisco;TEC-PH-10000347;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;Technology;Phones;14.80;585; 8,658.00 ; 9,307.40 ; 465.40 ; 9,772.80 ; 293.20 ; 122.16 ; 880.76 
30/04/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;KB-16585;Ken Black;Merchant Importer;San Francisco;OFF-AR-10000658;Newell 324;Office Supplies;Art;31.65;351; 11,109.15 ; 11,942.30 ; 597.10 ; 12,539.40 ; 376.20 ; 156.74 ; 1,130.04 
01/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;PO-18850;Patrick O'Brill;General Importer;San Francisco;OFF-BI-10000309;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";Office Supplies;Binders;11.18;117; 1,307.59 ; 1,405.70 ; 70.30 ; 1,476.00 ; 44.30 ; 18.45 ; 133.05 
01/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;PO-18850;Patrick O'Brill;General Importer;San Francisco;OFF-ST-10000876;Eldon Simplefile Box Office;Office Supplies;Storage;34.32;351; 12,046.32 ; 12,949.80 ; 647.50 ; 13,597.30 ; 407.90 ; 169.97 ; 1,225.37 
01/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;PO-18850;Patrick O'Brill;General Importer;San Francisco;OFF-SU-10002573;"Acme 10"" Easy Grip Assistive Scissors";Office Supplies;Supplies;33.06;234; 7,736.04 ; 8,316.20 ; 415.80 ; 8,732.00 ; 262.00 ; 109.15 ; 786.95 
01/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;JB-15400;Jennifer Braxton;Merchant Importer;Los Angeles;TEC-PH-10004348;OtterBox Defender Series Case - iPhone 5c;Technology;Phones;85.75;351; 30,098.95 ; 32,356.40 ; 1,617.80 ; 33,974.20 ; 1,019.20 ; 424.68 ; 3,061.68 
03/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;JB-16045;Julia Barnett;Sole Agent Importer;Chula Vista;FUR-FU-10002298;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Ang";Furniture;Furnishings;659.88;702; 463,235.76 ; 497,978.40 ; 24,898.90 ; 522,877.30 ; 15,686.30 ; 6,535.97 ; 47,121.17 
03/05/2014;Sementara;0.1;0.02;0.005;0.0025;California;LC-16870;Lena Cacioppo;General Importer;San Francisco;TEC-AC-10000844;Logitech Gaming G510s - Keyboard;Technology;Accessories;335.96;468; 157,229.28 ; 172,952.20 ; 3,459.00 ; 176,411.20 ; 882.10 ; 441.03 ; 4,782.13 
03/05/2014;Sementara;0.1;0.02;0.005;0.0025;California;LC-16870;Lena Cacioppo;General Importer;San Francisco;OFF-AR-10001246;Newell 317;Office Supplies;Art;5.82;351; 2,042.82 ; 2,247.10 ; 44.90 ; 2,292.00 ; 11.50 ; 5.73 ; 62.13 
03/05/2014;Sementara;0.1;0.02;0.005;0.0025;California;LC-16870;Lena Cacioppo;General Importer;San Francisco;OFF-BI-10001575;GBC Linen Binding Covers;Office Supplies;Binders;47.57;234; 11,130.91 ; 12,244.00 ; 244.90 ; 12,488.90 ; 62.40 ; 31.22 ; 338.52 
03/05/2014;Sementara;0.1;0.02;0.005;0.0025;California;LC-16870;Lena Cacioppo;General Importer;San Francisco;OFF-BI-10002026;Ibico Recycled Linen-Style Covers;Office Supplies;Binders;60.50;234; 14,156.06 ; 15,571.70 ; 311.40 ; 15,883.10 ; 79.40 ; 39.71 ; 430.51 
03/05/2014;Sementara;0.1;0.02;0.005;0.0025;California;NF-18595;Nicole Fjeld;Sole Agent Importer;San Jose;OFF-BI-10004654;Avery Binding System Hidden Tab Executive Style Index Sets;Office Supplies;Binders;10.85;351; 3,807.65 ; 4,188.40 ; 83.80 ; 4,272.20 ; 21.40 ; 10.68 ; 115.88 
08/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;AA-10375;Allen Armold;General Importer;Los Angeles;OFF-AR-10000127;Newell 321;Office Supplies;Art;3.25;234; 760.03 ; 817.00 ; 40.90 ; 857.90 ; 25.70 ; 10.72 ; 77.32 
10/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Colorado;AB-10165;Alan Barnes;General Importer;Los Angeles;TEC-AC-10002718;Belkin Standard 104 key USB Keyboard;Technology;Accessories;42.69;468; 19,977.98 ; 21,476.30 ; 1,073.80 ; 22,550.10 ; 676.50 ; 281.88 ; 2,032.18 
11/05/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;PS-18970;Paul Stevenson;Sole Agent Importer;Los Angeles;FUR-CH-10004540;Global Chrome Stack Chair;Furniture;Chairs;184.97;819; 151,488.79 ; 159,063.20 ; 6,362.50 ; 165,425.70 ; 4,135.60 ; 2,067.82 ; 12,565.92 
12/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CS-12505;Cindy Stewart;General Importer;Pomona;OFF-PA-10003893;Xerox 1962;Office Supplies;Paper;9.84;351; 3,453.84 ; 3,712.90 ; 185.60 ; 3,898.50 ; 117.00 ; 48.73 ; 351.33 
12/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;RO-19780;Rose O'Brian;General Importer;Seattle;OFF-BI-10002949;Prestige Round Ring Binders;Office Supplies;Binders;11.59;351; 4,068.79 ; 4,374.00 ; 218.70 ; 4,592.70 ; 137.80 ; 57.41 ; 413.91 
12/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Colorado;LT-16765;Larry Tron;General Importer;Escondido;TEC-PH-10000441;VTech DS6151;Technology;Phones;199.58;234; 46,702.66 ; 50,205.40 ; 2,510.30 ; 52,715.70 ; 1,581.50 ; 658.95 ; 4,750.75 
14/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CB-12535;Claudia Bergmann;Merchant Importer;Camarillo;FUR-CH-10004495;Global Leather and Oak Executive Chair, Black;Furniture;Chairs;719.35;351; 252,492.55 ; 271,429.50 ; 13,571.50 ; 285,001.00 ; 8,550.00 ; 3,562.51 ; 25,684.01 
14/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CB-12535;Claudia Bergmann;Merchant Importer;Camarillo;FUR-CH-10003833;Novimex Fabric Task Chair;Furniture;Chairs;95.57;234; 22,362.91 ; 24,040.10 ; 1,202.00 ; 25,242.10 ; 757.30 ; 315.53 ; 2,274.80 
14/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CB-12535;Claudia Bergmann;Merchant Importer;Camarillo;FUR-BO-10004015;Bush Andora Bookcase, Maple/Graphite Gray Finish;Furniture;Bookcases;504.96;585; 295,400.43 ; 317,555.50 ; 15,877.80 ; 333,433.30 ; 10,003.00 ; 4,167.92 ; 30,048.72 
14/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CB-12535;Claudia Bergmann;Merchant Importer;Camarillo;FUR-FU-10001979;Dana Halogen Swing-Arm Architect Lamp;Furniture;Furnishings;119.91;351; 42,088.41 ; 45,245.00 ; 2,262.30 ; 47,507.30 ; 1,425.20 ; 593.84 ; 4,281.34 
14/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;HG-15025;Hunter Glantz;General Importer;Los Angeles;OFF-ST-10003470;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;Office Supplies;Storage;1113.92;468; 521,314.56 ; 560,413.20 ; 28,020.70 ; 588,433.90 ; 17,653.00 ; 7,355.42 ; 53,029.12 
18/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AJ-10780;Anthony Jacobs;Merchant Importer;Los Angeles;OFF-PA-10003724;Wirebound Message Book, 4 per Page;Office Supplies;Paper;8.86;234; 2,073.24 ; 2,228.70 ; 111.40 ; 2,340.10 ; 70.20 ; 29.25 ; 210.85 
21/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;ME-18010;Michelle Ellison;Merchant Importer;San Francisco;OFF-BI-10001636;Ibico Plastic and Wire Spiral Binding Combs;Office Supplies;Binders;22.98;468; 10,752.77 ; 11,559.20 ; 578.00 ; 12,137.20 ; 364.10 ; 151.72 ; 1,093.82 
22/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SB-20185;Sarah Brown;General Importer;Los Angeles;OFF-ST-10002406;Pizazz Global Quick File;Office Supplies;Storage;97.79;819; 80,090.01 ; 86,096.80 ; 4,304.80 ; 90,401.60 ; 2,712.00 ; 1,130.02 ; 8,146.82 
22/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SB-20185;Sarah Brown;General Importer;Los Angeles;OFF-LA-10004484;Avery 476;Office Supplies;Labels;6.26;234; 1,464.84 ; 1,574.70 ; 78.70 ; 1,653.40 ; 49.60 ; 20.67 ; 148.97 
22/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SB-20185;Sarah Brown;General Importer;Los Angeles;TEC-PH-10003645;Aastra 57i VoIP phone;Technology;Phones;769.73;702; 540,349.06 ; 580,875.20 ; 29,043.80 ; 609,919.00 ; 18,297.60 ; 7,623.99 ; 54,965.39 
23/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;EB-13870;Emily Burns;General Importer;Redding;OFF-BI-10001036;Cardinal EasyOpen D-Ring Binders;Office Supplies;Binders;12.19;819; 9,986.89 ; 10,735.90 ; 536.80 ; 11,272.70 ; 338.20 ; 140.91 ; 1,015.91 
23/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;EB-13870;Emily Burns;General Importer;Redding;OFF-AP-10004708;Fellowes Superior 10 Outlet Split Surge Protector;Office Supplies;Appliances;117.79;468; 55,126.66 ; 59,261.20 ; 2,963.10 ; 62,224.30 ; 1,866.70 ; 777.80 ; 5,607.60 
25/05/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;NP-18685;Nora Pelletier;Sole Agent Importer;Des Moines;FUR-FU-10002268;Ultra Door Push Plate;Furniture;Furnishings;11.73;351; 4,117.23 ; 4,323.10 ; 172.90 ; 4,496.00 ; 112.40 ; 56.20 ; 341.50 
26/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;RD-19900;Ruben Dartt;General Importer;San Diego;FUR-FU-10003849;DAX Metal Frame, Desktop, Stepped-Edge;Furniture;Furnishings;19.24;117; 2,251.08 ; 2,419.90 ; 121.00 ; 2,540.90 ; 76.20 ; 31.76 ; 228.96 
28/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;NK-18490;Neil Knudson;Sole Agent Importer;Seattle;OFF-AR-10001547;Newell 311;Office Supplies;Art;3.63;351; 1,274.13 ; 1,369.70 ; 68.50 ; 1,438.20 ; 43.10 ; 17.98 ; 129.58 
29/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;JL-15850;John Lucas;General Importer;San Francisco;OFF-ST-10001496;Standard Rollaway File with Lock;Office Supplies;Storage;537.57;351; 188,687.07 ; 202,838.60 ; 10,141.90 ; 212,980.50 ; 6,389.40 ; 2,662.26 ; 19,193.56 
29/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;JL-15850;John Lucas;General Importer;San Francisco;OFF-BI-10002931;"Avery Trapezoid Extra Heavy Duty 4"" Binders";Office Supplies;Binders;162.76;585; 95,214.60 ; 102,355.70 ; 5,117.80 ; 107,473.50 ; 3,224.20 ; 1,343.42 ; 9,685.42 
29/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;JL-15850;John Lucas;General Importer;San Francisco;OFF-PA-10004101;Xerox 1894;Office Supplies;Paper;27.40;585; 16,029.00 ; 17,231.20 ; 861.60 ; 18,092.80 ; 542.80 ; 226.16 ; 1,630.56 
31/05/2014;Sementara;0.1;0.02;0.005;0.0025;California;SP-20650;Stephanie Phelps;Merchant Importer;San Jose;OFF-PA-10001950;Southworth 25% Cotton Antique Laid Paper & Envelopes;Office Supplies;Paper;51.38;819; 42,080.22 ; 46,288.20 ; 925.80 ; 47,214.00 ; 236.10 ; 118.04 ; 1,279.94 
31/05/2014;Sementara;0.1;0.02;0.005;0.0025;California;SP-20650;Stephanie Phelps;Merchant Importer;San Jose;OFF-ST-10001590;Tenex Personal Project File with Scoop Front Design, Black;Office Supplies;Storage;74.88;702; 52,565.76 ; 57,822.30 ; 1,156.40 ; 58,978.70 ; 294.90 ; 147.45 ; 1,598.75 
31/05/2014;Sementara;0.1;0.02;0.005;0.0025;California;SP-20650;Stephanie Phelps;Merchant Importer;San Jose;OFF-PA-10002254;Xerox 1883;Office Supplies;Paper;101.52;468; 47,511.36 ; 52,262.50 ; 1,045.30 ; 53,307.80 ; 266.50 ; 133.27 ; 1,445.07 
31/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Utah;TM-21010;Tamara Manning;General Importer;Vacaville;FUR-BO-10004357;O'Sullivan Living Dimensions 3-Shelf Bookcases;Furniture;Bookcases;1399.86;819; 1,146,485.34 ; 1,232,471.70 ; 61,623.60 ; 1,294,095.30 ; 38,822.90 ; 16,176.19 ; 116,622.69 
31/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Utah;TM-21010;Tamara Manning;General Importer;Vacaville;OFF-LA-10003766;Self-Adhesive Removable Labels;Office Supplies;Labels;10.75;585; 6,288.75 ; 6,760.40 ; 338.00 ; 7,098.40 ; 213.00 ; 88.73 ; 639.73 
31/05/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Utah;TM-21010;Tamara Manning;General Importer;Vacaville;OFF-ST-10000046;Fellowes Super Stor/Drawer Files;Office Supplies;Storage;321.10;234; 75,137.40 ; 80,772.70 ; 4,038.60 ; 84,811.30 ; 2,544.30 ; 1,060.14 ; 7,643.04 
01/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CG-12040;Catherine Glotzbach;Sole Agent Importer;Los Angeles;OFF-PA-10001838;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 30";Office Supplies;Paper;9.76;234; 2,283.84 ; 2,455.10 ; 122.80 ; 2,577.90 ; 77.30 ; 32.22 ; 232.32 
04/06/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;BP-11155;Becky Pak;General Importer;Los Angeles;TEC-AC-10003870;Logitech Z-906 Speaker sys - home theater - 5.1-CH;Technology;Accessories;986.97;351; 346,426.47 ; 363,747.80 ; 14,549.90 ; 378,297.70 ; 9,457.40 ; 4,728.72 ; 28,736.02 
04/06/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;BP-11155;Becky Pak;General Importer;Los Angeles;TEC-AC-10001874;Logitech Wireless Anywhere Mouse MX for PC and Mac;Technology;Accessories;117.98;234; 27,607.32 ; 28,987.70 ; 1,159.50 ; 30,147.20 ; 753.70 ; 376.84 ; 2,290.04 
04/06/2014;Khusus ;0.1;0.01;0;0;Washington;LL-16840;Lauren Leatherbury;General Importer;Seattle;OFF-LA-10000443;Avery 501;Office Supplies;Labels;5.38;234; 1,258.92 ; 1,384.80 ; 13.80 ; 1,398.60 ; -   ; -   ; 13.80 
04/06/2014;Khusus ;0.1;0.01;0;0;Washington;LL-16840;Lauren Leatherbury;General Importer;Seattle;OFF-AR-10004685;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;Office Supplies;Art;7.26;234; 1,698.84 ; 1,868.70 ; 18.70 ; 1,887.40 ; -   ; -   ; 18.70 
07/06/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;EM-13810;Eleni McCrary;Merchant Importer;Los Angeles;OFF-BI-10004187;3-ring staple pack;Office Supplies;Binders;2.52;585; 1,474.20 ; 1,547.90 ; 61.90 ; 1,609.80 ; 40.20 ; 20.12 ; 122.22 
09/06/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Idaho;TG-21640;Trudy Glocke;General Importer;Pocatello;FUR-FU-10003192;Luxo Adjustable Task Clamp Lamp;Furniture;Furnishings;351.36;468; 164,436.48 ; 172,658.30 ; 6,906.30 ; 179,564.60 ; 4,489.10 ; 2,244.56 ; 13,639.96 
09/06/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Idaho;TG-21640;Trudy Glocke;General Importer;Pocatello;TEC-PH-10004522;Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black;Technology;Phones;137.38;351; 48,218.98 ; 50,629.90 ; 2,025.20 ; 52,655.10 ; 1,316.40 ; 658.19 ; 3,999.79 
13/06/2014;Sementara;0.1;0.02;0.005;0.0025;California;JJ-15445;Jennifer Jackson;General Importer;Los Angeles;OFF-BI-10003707;Aluminum Screw Posts;Office Supplies;Binders;33.62;351; 11,802.02 ; 12,982.20 ; 259.60 ; 13,241.80 ; 66.20 ; 33.10 ; 358.90 
15/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;PF-19120;Peter Fuller;General Importer;Gilbert;OFF-PA-10002245;Xerox 1895;Office Supplies;Paper;7.57;234; 1,770.91 ; 1,903.70 ; 95.20 ; 1,998.90 ; 60.00 ; 24.99 ; 180.19 
15/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;PF-19120;Peter Fuller;General Importer;Gilbert;OFF-ST-10004804;"Belkin 19"" Vented Equipment Shelf, Black";Office Supplies;Storage;80.37;234; 18,806.11 ; 20,216.60 ; 1,010.80 ; 21,227.40 ; 636.80 ; 265.34 ; 1,912.94 
15/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;PF-19120;Peter Fuller;General Importer;Gilbert;FUR-FU-10002396;DAX Copper Panel Document Frame, 5 x 7 Size;Furniture;Furnishings;36.26;468; 16,967.81 ; 18,240.40 ; 912.00 ; 19,152.40 ; 574.60 ; 239.41 ; 1,726.01 
15/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;PF-19120;Peter Fuller;General Importer;Gilbert;FUR-FU-10004904;"Eldon ""L"" Workstation Diamond Chairmat";Furniture;Furnishings;358.70;702; 251,810.21 ; 270,696.00 ; 13,534.80 ; 284,230.80 ; 8,526.90 ; 3,552.89 ; 25,614.59 
15/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;GK-14620;Grace Kelly;Merchant Importer;Salem;TEC-PH-10002103;Jabra SPEAK 410;Technology;Phones;222.58;351; 78,124.18 ; 83,983.50 ; 4,199.20 ; 88,182.70 ; 2,645.50 ; 1,102.28 ; 7,946.98 
18/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;SN-20560;Skye Norling;Sole Agent Importer;Peoria;OFF-PA-10001661;Xerox 1922;Office Supplies;Paper;8.95;351; 3,142.15 ; 3,377.80 ; 168.90 ; 3,546.70 ; 106.40 ; 44.33 ; 319.63 
18/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;SN-20560;Skye Norling;Sole Agent Importer;Peoria;OFF-BI-10003707;Aluminum Screw Posts;Office Supplies;Binders;7.16;234; 1,674.50 ; 1,800.10 ; 90.00 ; 1,890.10 ; 56.70 ; 23.63 ; 170.33 
18/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;SN-20560;Skye Norling;Sole Agent Importer;Peoria;FUR-FU-10004973;Flat Face Poster Frame;Furniture;Furnishings;70.36;585; 41,160.60 ; 44,247.60 ; 2,212.40 ; 46,460.00 ; 1,393.80 ; 580.75 ; 4,186.95 
18/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;SN-20560;Skye Norling;Sole Agent Importer;Peoria;OFF-BI-10004656;Peel & Stick Add-On Corner Pockets;Office Supplies;Binders;2.46;819; 2,018.02 ; 2,169.40 ; 108.50 ; 2,277.90 ; 68.30 ; 28.47 ; 205.27 
18/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BG-11740;Bruce Geld;General Importer;San Diego;OFF-AR-10001044;BOSTON Ranger #55 Pencil Sharpener, Black;Office Supplies;Art;49.98;234; 11,695.32 ; 12,572.50 ; 628.60 ; 13,201.10 ; 396.00 ; 165.01 ; 1,189.61 
19/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;LH-17155;Logan Haushalter;General Importer;Oakland;OFF-PA-10004355;Xerox 231;Office Supplies;Paper;5.48;117; 641.16 ; 689.20 ; 34.50 ; 723.70 ; 21.70 ; 9.05 ; 65.25 
19/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;LH-17155;Logan Haushalter;General Importer;Oakland;FUR-FU-10000732;Eldon 200 Class Desk Accessories;Furniture;Furnishings;10.56;234; 2,471.04 ; 2,656.40 ; 132.80 ; 2,789.20 ; 83.70 ; 34.87 ; 251.37 
