No.Dok.Impor;Tgl.Impor;Jenis Importasi;Port Of Entry;ID Importir;Nama Importir;Kategori Importir;Alamat;Kode Barang;Nama Barang;Kategori;Sub Kategori;Harga;Kuantitas; Nilai Barang ; Nilai Pabean ; Bea Masuk ; Nilai Impor ; PPn Impor ; PPh Impor ; Penerimaan Negara atas Impor ;;
CA-2012-111829;19/03/2014;Sementara;Washington;FH-14365;Fred Hopkins;Merchant Importer;Seattle;OFF-PA-10004359;Multicolor Computer Printout Paper;Office Supplies;Paper;207.70;234; 48,601.80 ; 53,461.98 ; 1,069.24 ; 54,531.22 ; 272.66 ; 136.33 ; 1,478.22 ;;
CA-2012-111829;19/03/2014;Sementara;Washington;FH-14365;Fred Hopkins;Merchant Importer;Seattle;OFF-ST-10000142;Deluxe Rollaway Locking File with Drawer;Office Supplies;Storage;1244.64;351; 436,868.64 ; 480,555.50 ; 9,611.11 ; 490,166.61 ; 2,450.83 ; 1,225.42 ; 13,287.36 ;;
CA-2012-111829;19/03/2014;Sementara;Washington;FH-14365;Fred Hopkins;Merchant Importer;Seattle;TEC-CO-10001766;Canon PC940 Copier;Technology;Copiers;3142.93;819; 2,574,059.67 ; 2,831,465.64 ; 56,629.31 ; 2,888,094.95 ; 14,440.47 ; 7,220.24 ; 78,290.02 ;;
CA-2012-112011;13/08/2014;Umum Komersil;California;ON-18715;Odella Nelson;Merchant Importer;Yucaipa;OFF-AR-10003156;50 Colored Long Pencils;Office Supplies;Art;45.80;585; 26,793.00 ; 28,802.48 ; 1,440.12 ; 30,242.60 ; 907.28 ; 378.03 ; 2,725.43 ;;
CA-2012-112116;16/03/2014;Umum Non Komersil;Washington;JE-15475;Jeremy Ellison;General Importer;Seattle;FUR-TA-10001039;KI Adjustable-Height Table;Furniture;Tables;169.96;234; 39,770.64 ; 41,759.17 ; 1,670.37 ; 43,429.54 ; 1,085.74 ; 542.87 ; 3,298.97 ;;
CA-2012-112144;28/06/2014;Umum Komersil;Arizona;CY-12745;Craig Yedwab;Merchant Importer;Gilbert;OFF-LA-10000443;Avery 501;Office Supplies;Labels;3.90;234; 913.54 ; 982.05 ; 49.10 ; 1,031.15 ; 30.93 ; 12.89 ; 92.93 ;;
CA-2012-112144;28/06/2014;Umum Komersil;Arizona;CY-12745;Craig Yedwab;Merchant Importer;Gilbert;FUR-FU-10004306;Electrix Halogen Magnifier Lamp;Furniture;Furnishings;617.76;468; 289,111.68 ; 310,795.06 ; 15,539.75 ; 326,334.81 ; 9,790.04 ; 4,079.19 ; 29,408.98 ;;
CA-2012-112305;20/11/2014;Umum Komersil;Washington;KB-16405;Katrina Bavinger;Sole Agent Importer;Seattle;TEC-AC-10002018;AmazonBasics 3-Button USB Wired Mouse;Technology;Accessories;11.98;234; 2,803.32 ; 3,013.57 ; 150.68 ; 3,164.25 ; 94.93 ; 39.55 ; 285.16 ;;
CA-2012-112305;20/11/2014;Umum Komersil;Washington;KB-16405;Katrina Bavinger;Sole Agent Importer;Seattle;FUR-FU-10002364;Eldon Expressions Wood Desk Accessories, Oak;Furniture;Furnishings;19.14;351; 6,718.14 ; 7,222.00 ; 361.10 ; 7,583.10 ; 227.49 ; 94.79 ; 683.38 ;;
CA-2012-112305;20/11/2014;Umum Komersil;Washington;KB-16405;Katrina Bavinger;Sole Agent Importer;Seattle;OFF-AR-10002067;Newell 334;Office Supplies;Art;113.04;702; 79,354.08 ; 85,305.64 ; 4,265.28 ; 89,570.92 ; 2,687.13 ; 1,119.64 ; 8,072.05 ;;
CA-2012-112319;31/08/2014;Umum Komersil;California;AR-10510;Andrew Roberts;General Importer;Los Angeles;OFF-PA-10003441;Xerox 226;Office Supplies;Paper;49.32;1053; 51,933.96 ; 55,829.01 ; 2,791.45 ; 58,620.46 ; 1,758.61 ; 732.76 ; 5,282.82 ;;
CA-2012-112571;09/22/2014;Khusus ;California;DL-12925;Daniel Lacy;General Importer;Oceanside;FUR-FU-10004188;Luxo Professional Combination Clamp-On Lamps;Furniture;Furnishings;202.60;234; 47,408.40 ; 52,149.24 ; 521.49 ; 52,670.73 ;;; 521.49 ;;
CA-2012-112767;02/08/2014;Umum Komersil;Oregon;DK-12985;Darren Koutras;General Importer;Springfield;FUR-TA-10003469;Balt Split Level Computer Training Table;Furniture;Tables;273.50;468; 127,998.00 ; 137,597.85 ; 6,879.89 ; 144,477.74 ; 4,334.33 ; 1,805.97 ; 13,020.20 ;;
CA-2012-113040;27/08/2014;Umum Komersil;California;CC-12100;Chad Cunningham;Sole Agent Importer;Los Angeles;OFF-BI-10001249;Avery Heavy-Duty EZD View Binder with Locking Rings;Office Supplies;Binders;4.10;117; 480.17 ; 516.18 ; 25.81 ; 541.99 ; 16.26 ; 6.77 ; 48.84 ;;
CA-2012-113110;19/03/2014;Umum Komersil;California;BK-11260;Berenike Kampe;General Importer;San Bernardino;OFF-LA-10000240;Self-Adhesive Address Labels for Typewriters by Universal;Office Supplies;Labels;12.62;234; 2,953.08 ; 3,174.56 ; 158.73 ; 3,333.29 ; 100.00 ; 41.67 ; 300.39 ;;
CA-2012-113110;19/03/2014;Umum Komersil;California;BK-11260;Berenike Kampe;General Importer;San Bernardino;OFF-BI-10000088;GBC Imprintable Covers;Office Supplies;Binders;15.57;234; 3,642.91 ; 3,916.13 ; 195.81 ; 4,111.94 ; 123.36 ; 51.40 ; 370.56 ;;
CA-2012-113110;19/03/2014;Umum Komersil;California;BK-11260;Berenike Kampe;General Importer;San Bernardino;OFF-SU-10001165;Acme Elite Stainless Steel Scissors;Office Supplies;Supplies;29.36;468; 13,740.48 ; 14,771.02 ; 738.55 ; 15,509.57 ; 465.29 ; 193.87 ; 1,397.71 ;;
CA-2012-113110;19/03/2014;Umum Komersil;California;BK-11260;Berenike Kampe;General Importer;San Bernardino;OFF-PA-10002749;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;Office Supplies;Paper;34.14;702; 23,966.28 ; 25,763.75 ; 1,288.19 ; 27,051.94 ; 811.56 ; 338.15 ; 2,437.89 ;;
CA-2012-113215;03/09/2014;Umum Komersil;Arizona;CP-12085;Cathy Prescott;Merchant Importer;Tucson;FUR-FU-10002937;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";Furniture;Furnishings;235.15;351; 82,538.35 ; 88,728.73 ; 4,436.44 ; 93,165.16 ; 2,794.95 ; 1,164.56 ; 8,395.96 ;;
CA-2012-113404;16/07/2014;Khusus ;California;EM-13810;Eleni McCrary;Merchant Importer;San Francisco;FUR-CH-10004086;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;Furniture;Chairs;697.15;351; 244,700.35 ; 269,170.39 ; 2,691.70 ; 271,862.09 ;;; 2,691.70 ;;
CA-2012-113404;16/07/2014;Khusus ;California;EM-13810;Eleni McCrary;Merchant Importer;San Francisco;FUR-CH-10003312;Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs;Furniture;Chairs;1342.70;702; 942,578.21 ; 1,036,836.03 ; 10,368.36 ; 1,047,204.39 ;;; 10,368.36 ;;
CA-2012-114048;14/12/2014;Umum Komersil;California;EH-13945;Eric Hoffmann;General Importer;Costa Mesa;FUR-FU-10004351;Staple-based wall hangings;Furniture;Furnishings;26.22;351; 9,203.22 ; 9,893.46 ; 494.67 ; 10,388.13 ; 311.64 ; 129.85 ; 936.17 ;;
CA-2012-114237;13/03/2014;Sementara;Washington;MC-17275;Marc Crier;General Importer;Seattle;FUR-BO-10004409;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;;;139.96;234; 32,750.64 ; 36,025.70 ; 720.51 ; 36,746.22 ; 183.73 ; 91.87 ; 996.11 ;;
CA-2012-115420;25/04/2014;Umum Komersil;California;LS-16945;Linda Southworth;Merchant Importer;Los Angeles;OFF-EN-10003862;Laser & Ink Jet Business Envelopes;Office Supplies;Envelopes;19.34;234; 4,525.56 ; 4,864.98 ; 243.25 ; 5,108.23 ; 153.25 ; 63.85 ; 460.35 ;;
CA-2012-115511;21/11/2014;Umum Komersil;Nevada;NW-18400;Natalie Webber;General Importer;Las Vegas;OFF-BI-10002225;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";Office Supplies;Binders;62.05;468; 29,038.46 ; 31,216.35 ; 1,560.82 ; 32,777.17 ; 983.31 ; 409.71 ; 2,953.85 ;;
CA-2012-115511;21/11/2014;Umum Komersil;Nevada;NW-18400;Natalie Webber;General Importer;Las Vegas;FUR-BO-10002598;Hon Metal Bookcases, Putty;Furniture;Bookcases;139.96;234; 32,750.64 ; 35,206.94 ; 1,760.35 ; 36,967.28 ; 1,109.02 ; 462.09 ; 3,331.46 ;;
CA-2012-115693;10/12/2014;Umum Komersil;California;FC-14245;Frank Carlisle;Sole Agent Importer;Los Angeles;OFF-AR-10003582;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;Office Supplies;Art;54.30;234; 12,706.20 ; 13,659.17 ; 682.96 ; 14,342.12 ; 430.26 ; 179.28 ; 1,292.50 ;;
CA-2012-115945;25/06/2014;Umum Komersil;California;AB-10165;Alan Barnes;General Importer;Los Angeles;OFF-AR-10004062;Staples in misc. colors;Office Supplies;Art;18.96;234; 4,436.64 ; 4,769.39 ; 238.47 ; 5,007.86 ; 150.24 ; 62.60 ; 451.30 ;;
CA-2012-115945;25/06/2014;Umum Komersil;California;AB-10165;Alan Barnes;General Importer;Los Angeles;OFF-BI-10004330;GBC Velobind Prepunched Cover Sets, Regency Series;Office Supplies;Binders;85.75;351; 30,098.95 ; 32,356.37 ; 1,617.82 ; 33,974.19 ; 1,019.23 ; 424.68 ; 3,061.72 ;;
CA-2012-115945;25/06/2014;Umum Komersil;California;AB-10165;Alan Barnes;General Importer;Los Angeles;OFF-ST-10001963;Tennsco Regal Shelving Units;Office Supplies;Storage;301.23;351; 105,731.73 ; 113,661.61 ; 5,683.08 ; 119,344.69 ; 3,580.34 ; 1,491.81 ; 10,755.23 ;;
CA-2012-116092;15/02/2014;Umum Non Komersil;California;JM-16195;Justin MacKendrick;General Importer;Los Angeles;OFF-BI-10000546;Avery Durable Binders;Office Supplies;Binders;6.52;585; 3,814.20 ; 4,004.91 ; 160.20 ; 4,165.11 ; 104.13 ; 52.06 ; 316.39 ;;
CA-2012-116092;15/02/2014;Umum Non Komersil;California;JM-16195;Justin MacKendrick;General Importer;Los Angeles;OFF-PA-10004285;Xerox 1959;Office Supplies;Paper;11.36;234; 2,658.24 ; 2,791.15 ; 111.65 ; 2,902.80 ; 72.57 ; 36.28 ; 220.50 ;;
CA-2012-116092;15/02/2014;Umum Non Komersil;California;JM-16195;Justin MacKendrick;General Importer;Los Angeles;OFF-PA-10000477;Xerox 22;Office Supplies;Paper;16.44;351; 5,770.44 ; 6,058.96 ; 242.36 ; 6,301.32 ; 157.53 ; 78.77 ; 478.66 ;;
CA-2012-116092;15/02/2014;Umum Non Komersil;California;JM-16195;Justin MacKendrick;General Importer;Los Angeles;OFF-BI-10001628;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";Office Supplies;Binders;36.72;585; 21,481.20 ; 22,555.26 ; 902.21 ; 23,457.47 ; 586.44 ; 293.22 ; 1,781.87 ;;
CA-2012-116092;15/02/2014;Umum Non Komersil;California;JM-16195;Justin MacKendrick;General Importer;Los Angeles;OFF-AP-10001391;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;Office Supplies;Appliances;535.44;702; 375,878.88 ; 394,672.82 ; 15,786.91 ; 410,459.74 ; 10,261.49 ; 5,130.75 ; 31,179.15 ;;
CA-2012-116841;14/04/2014;Umum Komersil;Oregon;TP-21130;Theone Pippenger;General Importer;Springfield;OFF-AP-10002403;Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors;Office Supplies;Appliances;34.21;117; 4,002.34 ; 4,302.51 ; 215.13 ; 4,517.64 ; 135.53 ; 56.47 ; 407.13 ;;
CA-2012-117611;08/11/2014;Umum Non Komersil;California;MZ-17335;Maria Zettner;Sole Agent Importer;San Diego;OFF-FA-10002280;Advantus Plastic Paper Clips;Office Supplies;Fasteners;4.00;117; 468.00 ; 491.40 ; 19.66 ; 511.06 ; 12.78 ; 6.39 ; 38.82 ;;
CA-2012-117611;08/11/2014;Umum Non Komersil;California;MZ-17335;Maria Zettner;Sole Agent Importer;San Diego;TEC-AC-10002049;Logitech G19 Programmable Gaming Keyboard;Technology;Accessories;368.97;351; 129,508.47 ; 135,983.89 ; 5,439.36 ; 141,423.25 ; 3,535.58 ; 1,767.79 ; 10,742.73 ;;
CA-2012-117772;10/09/2014;Umum Non Komersil;Washington;MC-17575;Matt Collins;General Importer;Seattle;OFF-ST-10003994;"Belkin 19"" Center-Weighted Shelf, Gray";Office Supplies;Storage;347.88;702; 244,211.76 ; 256,422.35 ; 10,256.89 ; 266,679.24 ; 6,666.98 ; 3,333.49 ; 20,257.37 ;;
CA-2012-118871;04/12/2014;Umum Non Komersil;California;HM-14860;Harry Marie;Merchant Importer;Los Angeles;FUR-FU-10002111;Master Caster Door Stop, Large Brown;Furniture;Furnishings;31.40;585; 18,369.00 ; 19,287.45 ; 771.50 ; 20,058.95 ; 501.47 ; 250.74 ; 1,523.71 ;;
CA-2012-118871;04/12/2014;Umum Non Komersil;California;HM-14860;Harry Marie;Merchant Importer;Los Angeles;TEC-PH-10000193;Jensen SMPS-640 - speaker phone;Technology;Phones;107.35;351; 37,680.55 ; 39,564.58 ; 1,582.58 ; 41,147.16 ; 1,028.68 ; 514.34 ; 3,125.60 ;;
CA-2012-118871;04/12/2014;Umum Non Komersil;California;HM-14860;Harry Marie;Merchant Importer;Los Angeles;OFF-EN-10003296;Tyvek Side-Opening Peel & Seel Expanding Envelopes;Office Supplies;Envelopes;268.44;351; 94,222.44 ; 98,933.56 ; 3,957.34 ; 102,890.90 ; 2,572.27 ; 1,286.14 ; 7,815.75 ;;
CA-2012-118948;28/05/2014;Umum Komersil;Washington;NK-18490;Neil Knudson;Sole Agent Importer;Seattle;OFF-AR-10001547;Newell 311;Office Supplies;Art;3.63;351; 1,274.13 ; 1,369.69 ; 68.48 ; 1,438.17 ; 43.15 ; 17.98 ; 129.61 ;;
CA-2012-119214;23/01/2014;Umum Komersil;Montana;CW-11905;Carl Weiss;Sole Agent Importer;Bozeman;OFF-LA-10003077;Avery 500;Office Supplies;Labels;12.62;234; 2,953.08 ; 3,174.56 ; 158.73 ; 3,333.29 ; 100.00 ; 41.67 ; 300.39 ;;
CA-2012-119214;23/01/2014;Umum Komersil;Montana;CW-11905;Carl Weiss;Sole Agent Importer;Bozeman;OFF-PA-10002893;"Wirebound Service Call Books, 5 1/2"" x 4""";Office Supplies;Paper;26.04;351; 9,140.04 ; 9,825.54 ; 491.28 ; 10,316.82 ; 309.50 ; 128.96 ; 929.74 ;;
CA-2012-119508;04/12/2014;Umum Komersil;California;TZ-21580;Tracy Zic;General Importer;Lakewood;OFF-AR-10003723;Avery Hi-Liter Fluorescent Desk Style Markers;Office Supplies;Art;11.90;585; 6,961.50 ; 7,483.61 ; 374.18 ; 7,857.79 ; 235.73 ; 98.22 ; 708.14 ;;
CA-2012-119508;04/12/2014;Umum Komersil;California;TZ-21580;Tracy Zic;General Importer;Lakewood;FUR-FU-10004270;Eldon Image Series Desk Accessories, Burgundy;Furniture;Furnishings;19.08;702; 13,394.16 ; 14,398.72 ; 719.94 ; 15,118.66 ; 453.56 ; 188.98 ; 1,362.48 ;;
CA-2012-119627;17/08/2014;Umum Komersil;Arizona;SC-20725;Steven Cartwright;General Importer;Peoria;OFF-AR-10000203;Newell 336;Office Supplies;Accessories;7.27;351; 2,552.47 ; 2,743.91 ; 137.20 ; 2,881.10 ; 86.43 ; 36.01 ; 259.64 ;;
CA-2012-119627;17/08/2014;Umum Komersil;Arizona;SC-20725;Steven Cartwright;General Importer;Peoria;TEC-AC-10002217;Imation Clip USB flash drive - 8 GB;Technology;Art;28.08;234; 6,570.72 ; 7,063.52 ; 353.18 ; 7,416.70 ; 222.50 ; 92.71 ; 668.39 ;;
CA-2012-119627;17/08/2014;Umum Komersil;Arizona;SC-20725;Steven Cartwright;General Importer;Peoria;OFF-PA-10001937;Xerox 21;Office Supplies;Accessories;29.29;819; 23,986.87 ; 25,785.89 ; 1,289.29 ; 27,075.18 ; 812.26 ; 338.44 ; 2,439.99 ;;
CA-2012-119627;17/08/2014;Umum Komersil;Arizona;SC-20725;Steven Cartwright;General Importer;Peoria;TEC-AC-10001142;First Data FD10 PIN Pad;Technology;Paper;248.80;468; 116,438.40 ; 125,171.28 ; 6,258.56 ; 131,429.84 ; 3,942.90 ; 1,642.87 ; 11,844.33 ;;
CA-2012-119907;01/12/2014;Umum Komersil;Washington;LC-17140;Logan Currie;General Importer;Seattle;OFF-BI-10001765;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;Office Supplies;Binders;53.42;234; 12,501.22 ; 13,438.81 ; 671.94 ; 14,110.75 ; 423.32 ; 176.38 ; 1,271.65 ;;
CA-2012-120103;24/12/2014;Umum Komersil;Arizona;MS-17365;Maribeth Schnelling;General Importer;Phoenix;FUR-FU-10002885;Magna Visual Magnetic Picture Hangers;Furniture;Furnishings;5.71;234; 1,336.61 ; 1,436.85 ; 71.84 ; 1,508.70 ; 45.26 ; 18.86 ; 135.96 ;;
CA-2012-120103;24/12/2014;Umum Komersil;Arizona;MS-17365;Maribeth Schnelling;General Importer;Phoenix;OFF-PA-10001295;Computer Printout Paper with Letter-Trim Perforations;Office Supplies;Paper;99.23;819; 81,271.01 ; 87,366.33 ; 4,368.32 ; 91,734.65 ; 2,752.04 ; 1,146.68 ; 8,267.04 ;;
CA-2012-120103;24/12/2014;Umum Komersil;Arizona;MS-17365;Maribeth Schnelling;General Importer;Phoenix;TEC-PH-10002170;ClearSounds CSC500 Amplified Spirit Phone Corded phone;Technology;Phones;109.98;234; 25,736.26 ; 27,666.48 ; 1,383.32 ; 29,049.80 ; 871.49 ; 363.12 ; 2,617.94 ;;
CA-2012-120362;14/09/2014;Umum Komersil;Utah;CA-12265;Christina Anderson;General Importer;Provo;FUR-TA-10003008;Lesro Round Back Collection Coffee Table, End Table;Furniture;Tables;907.75;585; 531,033.75 ; 570,861.28 ; 28,543.06 ; 599,404.35 ; 17,982.13 ; 7,492.55 ; 54,017.75 ;;
CA-2012-120446;16/11/2014;Sementara;California;JG-15805;John Grady;Merchant Importer;San Diego;OFF-LA-10003148;Avery 51;Office Supplies;Labels;15.90;351; 5,580.90 ; 6,138.99 ; 122.78 ; 6,261.77 ; 31.31 ; 15.65 ; 169.74 ;;
CAA-2012-120880;29/05/2014;Umum Komersil;Washington;JL-15850;John Lucas;General Importer;Seattle;OFF-PA-10004101;Xerox 1894;Office Supplies;Paper;27.40;585; 16,029.00 ; 17,231.18 ; 861.56 ; 18,092.73 ; 542.78 ; 226.16 ; 1,630.50 ;;
CAA-2012-120880;29/05/2014;Umum Komersil;Washington;JL-15850;John Lucas;General Importer;Seattle;OFF-BI-10002931;"Avery Trapezoid Extra Heavy Duty 4"" Binders";Office Supplies;Binders;162.76;585; 95,214.60 ; 102,355.70 ; 5,117.78 ; 107,473.48 ; 3,224.20 ; 1,343.42 ; 9,685.41 ;;
CAA-2012-120880;29/05/2014;Umum Komersil;Washington;JL-15850;John Lucas;General Importer;Seattle;OFF-ST-10001496;Standard Rollaway File with Lock;Office Supplies;Storage;537.57;351; 188,687.07 ; 202,838.60 ; 10,141.93 ; 212,980.53 ; 6,389.42 ; 2,662.26 ; 19,193.60 ;;
CA-2012-121188;28/08/2014;Umum Komersil;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;FUR-FU-10003981;Eldon Wave Desk Accessories;Furniture;Furnishings;2.16;234; 505.44 ; 543.35 ; 27.17 ; 570.52 ; 17.12 ; 7.13 ; 51.41 ;;
CA-2012-121188;28/08/2014;Umum Komersil;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;OFF-BI-10001617;GBC Wire Binding Combs;Office Supplies;Binders;36.36;585; 21,270.60 ; 22,865.90 ; 1,143.29 ; 24,009.19 ; 720.28 ; 300.11 ; 2,163.69 ;;
CA-2012-121188;28/08/2014;Umum Komersil;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;TEC-PH-10003589;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;Technology;Phones;40.18;351; 14,101.78 ; 15,159.41 ; 757.97 ; 15,917.38 ; 477.52 ; 198.97 ; 1,434.46 ;;
CA-2012-121188;28/08/2014;Umum Komersil;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;FUR-BO-10004695;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;Furniture;Bookcases;305.67;234; 71,525.84 ; 76,890.28 ; 3,844.51 ; 80,734.80 ; 2,422.04 ; 1,009.18 ; 7,275.74 ;;
CA-2012-121188;28/08/2014;Umum Komersil;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;OFF-ST-10000736;Carina Double Wide Media Storage Towers in Natural & Black;Office Supplies;Storage;719.82;1053; 757,970.46 ; 814,818.24 ; 40,740.91 ; 855,559.16 ; 25,666.77 ; 10,694.49 ; 77,102.18 ;;
CA-2012-121188;28/08/2014;Umum Komersil;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;OFF-ST-10001490;Hot File 7-Pocket, Floor Stand;Office Supplies;Storage;887.35;585; 519,099.75 ; 558,032.23 ; 27,901.61 ; 585,933.84 ; 17,578.02 ; 7,324.17 ; 52,803.80 ;;
CA-2012-121272;29/03/2014;Umum Komersil;Washington;DO-13435;Denny Ordway;General Importer;Seattle;OFF-AP-10001947;Acco 6 Outlet Guardian Premium Plus Surge Suppressor;Office Supplies;Appliances;69.28;468; 32,423.04 ; 34,854.77 ; 1,742.74 ; 36,597.51 ; 1,097.93 ; 457.47 ; 3,298.13 ;;
CA-2012-121391;04/10/2014;Sementara;California;AA-10315;Alex Avila;General Importer;San Francisco;OFF-ST-10001590;Tenex Personal Project File with Scoop Front Design, Black;Office Supplies;Storage;24.96;234; 5,840.64 ; 6,424.70 ; 128.49 ; 6,553.20 ; 32.77 ; 16.38 ; 177.64 ;;
CA-2012-121776;16/02/2014;Umum Komersil;California;RD-19585;Rob Dowd;General Importer;Los Angeles;OFF-PA-10001970;Xerox 1881;Office Supplies;Paper;33.84;351; 11,877.84 ; 12,768.68 ; 638.43 ; 13,407.11 ; 402.21 ; 167.59 ; 1,208.24 ;;
CA-2012-121776;16/02/2014;Umum Komersil;California;RD-19585;Rob Dowd;General Importer;Los Angeles;OFF-LA-10002762;Avery 485;Office Supplies;Labels;80.71;819; 66,101.49 ; 71,059.10 ; 3,552.96 ; 74,612.06 ; 2,238.36 ; 932.65 ; 6,723.97 ;;
CA-2012-121797;30/01/2014;Umum Komersil;California;CC-12145;Charles Crestani;General Importer;Los Angeles;FUR-FU-10001876;"Computer Room Manger, 14""";Furniture;Furnishings;220.36;819; 180,474.84 ; 194,010.45 ; 9,700.52 ; 203,710.98 ; 6,111.33 ; 2,546.39 ; 18,358.24 ;;
CA-2012-121797;30/01/2014;Umum Komersil;California;CC-12145;Charles Crestani;General Importer;Los Angeles;TEC-MA-10000488;Bady BDG101FRU Card Printer;Technology;Machines;1916.98;351; 672,858.58 ; 723,322.97 ; 36,166.15 ; 759,489.12 ; 22,784.67 ; 9,493.61 ; 68,444.44 ;;
CA-2012-121965;19/06/2014;Umum Komersil;California;LH-17155;Logan Haushalter;General Importer;Los Angeles;OFF-PA-10004355;Xerox 231;Office Supplies;Paper;5.48;117; 641.16 ; 689.25 ; 34.46 ; 723.71 ; 21.71 ; 9.05 ; 65.22 ;;
CA-2012-121965;19/06/2014;Umum Komersil;California;LH-17155;Logan Haushalter;General Importer;Los Angeles;FUR-FU-10000732;Eldon 200 Class Desk Accessories;Furniture;Furnishings;10.56;234; 2,471.04 ; 2,656.37 ; 132.82 ; 2,789.19 ; 83.68 ; 34.86 ; 251.36 ;;
CA-2012-121965;19/06/2014;Umum Komersil;California;LH-17155;Logan Haushalter;General Importer;Los Angeles;OFF-EN-10000056;Cameo Buff Policy Envelopes;Office Supplies;Envelopes;183.69;351; 64,475.19 ; 69,310.83 ; 3,465.54 ; 72,776.37 ; 2,183.29 ; 909.70 ; 6,558.54 ;;
CA-2012-122287;18/06/2014;Umum Komersil;Arizona;SN-20560;Skye Norling;Sole Agent Importer;Peoria;OFF-BI-10004656;Peel & Stick Add-On Corner Pockets;Office Supplies;Binders;-2.46;819;-2018.02;-2169.37;-108.47;-2277.84;-68.34;-28.47;-205.28;;
CA-2012-122287;18/06/2014;Umum Komersil;Arizona;SN-20560;Skye Norling;Sole Agent Importer;Peoria;OFF-BI-10003707;Aluminum Screw Posts;Office Supplies;Binders;7.16;234; 1,674.50 ; 1,800.09 ; 90.00 ; 1,890.10 ; 56.70 ; 23.63 ; 170.33 ;;
CA-2012-122287;18/06/2014;Umum Komersil;Arizona;SN-20560;Skye Norling;Sole Agent Importer;Peoria;OFF-PA-10001661;Xerox 1922;Office Supplies;Paper;8.95;351; 3,142.15 ; 3,377.81 ; 168.89 ; 3,546.70 ; 106.40 ; 44.33 ; 319.63 ;;
CA-2012-122287;18/06/2014;Umum Komersil;Arizona;SN-20560;Skye Norling;Sole Agent Importer;Peoria;FUR-FU-10004973;Flat Face Poster Frame;Furniture;Furnishings;70.36;585; 41,160.60 ; 44,247.65 ; 2,212.38 ; 46,460.03 ; 1,393.80 ; 580.75 ; 4,186.93 ;;
CA-2012-122371;26/09/2014;Umum Komersil;California;BS-11800;Bryan Spruell;Sole Agent Importer;San Diego;OFF-ST-10002370;Sortfiler Multipurpose Personal File Organizer, Black;Office Supplies;Storage;61.17;351; 21,470.67 ; 23,080.97 ; 1,154.05 ; 24,235.02 ; 727.05 ; 302.94 ; 2,184.04 ;;
CA-2012-122371;26/09/2014;Umum Komersil;California;BS-11800;Bryan Spruell;Sole Agent Importer;San Diego;OFF-EN-10000056;Cameo Buff Policy Envelopes;Office Supplies;Envelopes;122.46;234; 28,655.64 ; 30,804.81 ; 1,540.24 ; 32,345.05 ; 970.35 ; 404.31 ; 2,914.91 ;;
CA-2012-122826;23/06/2014;Umum Non Komersil;Washington;RD-19480;Rick Duston;General Importer;Olympia;TEC-PH-10004830;Pyle PRT45 Retro Home Telephone;Technology;Phones;197.57;468; 92,461.82 ; 97,084.92 ; 3,883.40 ; 100,968.31 ; 2,524.21 ; 1,262.10 ; 7,669.71 ;;
CA-2012-123141;14/11/2014;Umum Komersil;New Mexico;GZ-14470;Gary Zandusky;General Importer;Rio Rancho;FUR-CH-10001891;Global Deluxe Office Fabric Chairs;Furniture;Chairs;227.35;351; 79,800.55 ; 85,785.59 ; 4,289.28 ; 90,074.87 ; 2,702.25 ; 1,125.94 ; 8,117.46 ;;
CA-2012-123141;14/11/2014;Umum Komersil;New Mexico;GZ-14470;Gary Zandusky;General Importer;Rio Rancho;FUR-CH-10004287;SAFCO Arco Folding Chair;Furniture;Chairs;879.84;468; 411,765.12 ; 442,647.50 ; 22,132.38 ; 464,779.88 ; 13,943.40 ; 5,809.75 ; 41,885.52 ;;
CA-2012-123232;14/12/2014;Umum Non Komersil;Oregon;DJ-13630;Doug Jacobs;General Importer;Portland;TEC-PH-10001051;HTC One;Technology;Phones;315.97;468; 147,873.02 ; 155,266.68 ; 6,210.67 ; 161,477.34 ; 4,036.93 ; 2,018.47 ; 12,266.07 ;;
CA-2012-123568;08/11/2014;Umum Komersil;Utah;SC-20095;Sanjit Chand;General Importer;West Jordan;OFF-FA-10002701;Alliance Rubber Bands;Office Supplies;Fasteners;2.04;351; 716.04 ; 769.74 ; 38.49 ; 808.23 ; 24.25 ; 10.10 ; 72.84 ;;
